turbine_id,overall_score,priority,component_scores,turbine_details,recommendations,remaining_fit_years,fit_expiry_date,repowering_window,latitude,longitude,postcode,window_priority
746959,0.704,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 17.117043121149898, 'capacity_mw': 0.005, 'location': 'County Durham - North East - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",2.8802190280629705,2028-07-07 00:00:00,URGENT,54.56336527624848,-1.5461276746162353,DL13,0.0
746971,0.704,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 16.993839835728952, 'capacity_mw': 0.005, 'location': 'Herefordshire- County of - West Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",3.0034223134839153,2028-08-21 00:00:00,URGENT,54.54866153506875,-3.5461246067369223,HR7 ,0.0
746973,0.704,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 16.80766598220397, 'capacity_mw': 0.006, 'location': 'Eden - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",3.189596167008898,2028-10-28 01:00:00,URGENT,54.87329134411085,-2.946006578520078,CA16,0.0
746989,0.704,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 15.7015742642026, 'capacity_mw': 0.006, 'location': 'East Lindsey - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.295687885010267,2029-12-06 00:00:00,URGENT,53.26142709601707,-0.5153207599477978,LN13,0.0
746996,0.704,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 16.88432580424367, 'capacity_mw': 0.005, 'location': 'Wyre - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",3.1129363449691994,2028-09-30 00:00:00,URGENT,53.8087282871018,-2.6576749345358595,PR3 ,0.0
747004,0.704,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 16.539356605065024, 'capacity_mw': 0.0028, 'location': 'Herefordshire- County of - West Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",3.457905544147844,2029-02-03 00:00:00,URGENT,54.488602549074855,-3.5380210838479687,HR4 ,0.0
747017,0.704,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 16.473648186173854, 'capacity_mw': 0.005, 'location': 'County Durham - North East - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",3.5236139630390144,2029-02-27 00:00:00,URGENT,54.52812111650095,-1.5404842438412656,DL13,0.0
765384,0.704,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 17.467488021902806, 'capacity_mw': 0.005, 'location': 'Sevenoaks - South East - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",2.529774127310062,2028-03-01 00:00:00,URGENT,54.543572399724496,-3.5265484136038237,DA4 ,0.0
765394,0.704,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 16.61601642710472, 'capacity_mw': 0.005, 'location': 'County Durham - North East - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",3.381245722108145,2029-01-06 00:00:00,URGENT,54.48672790008731,-1.5469838498596138,DL12,0.0
765418,0.704,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 16.824093086926762, 'capacity_mw': 0.002, 'location': 'Herefordshire- County of - West Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",3.1731690622861053,2028-10-22 00:00:00,URGENT,54.5011643132908,-3.5222636865812573,HR6 ,0.0
765493,0.704,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 16.087611225188226, 'capacity_mw': 0.011, 'location': 'Bassetlaw - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",3.909650924024641,2029-07-18 00:00:00,URGENT,53.52474084488793,-1.1087736137271953,DN22,0.0
765497,0.704,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 15.756331279945243, 'capacity_mw': 0.006, 'location': 'West Lindsey - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.240930869267625,2029-11-16 00:00:00,URGENT,53.2331101788445,-0.5563562578734595,LN3 ,0.0
780001,0.704,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 17.097878165639973, 'capacity_mw': 0.01, 'location': 'Redcar and Cleveland - North East - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",2.8993839835728954,2028-07-14 00:00:00,URGENT,54.53716113238753,-1.2509597576305815,TS13,0.0
780016,0.704,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 16.996577686516083, 'capacity_mw': 0.006, 'location': 'Wyre - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",3.0006844626967832,2028-08-20 00:00:00,URGENT,53.75253637216265,-2.6616504959600693,PR3 ,0.0
780021,0.704,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 16.687200547570157, 'capacity_mw': 0.003, 'location': 'South Lakeland - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",3.3100616016427105,2028-12-11 00:00:00,URGENT,54.030650257931455,-2.842453306016559,LA6 ,0.0
780031,0.704,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 16.689938398357288, 'capacity_mw': 0.005, 'location': 'Rossendale - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",3.3073237508555784,2028-12-10 00:00:00,URGENT,53.505786425870156,-2.116085410655543,OL13,0.0
780071,0.704,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 16.88432580424367, 'capacity_mw': 0.006, 'location': 'Herefordshire- County of - West Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",3.1129363449691994,2028-09-30 00:00:00,URGENT,54.51104972371668,-3.5308948905625486,HR6 ,0.0
780097,0.704,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 15.496235455167694, 'capacity_mw': 0.006, 'location': 'North Kesteven - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.501026694045175,2030-02-19 00:00:00,URGENT,53.250665026620354,-0.5553517438080812,LN6 ,0.0
869286,0.704,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 15.707049965776864, 'capacity_mw': 0.006, 'location': 'Allerdale - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.290212183436003,2029-12-04 00:00:00,URGENT,54.847790557023444,-2.944038752136583,CA5 ,0.0
869343,0.704,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 16.876112251882272, 'capacity_mw': 0.005, 'location': 'West Lancashire - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",3.1211498973305956,2028-10-03 00:00:00,URGENT,53.75578784230661,-2.6718085466991393,PR4 ,0.0
869347,0.704,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 16.501026694045173, 'capacity_mw': 0.0025, 'location': 'Copeland - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",3.4962354551676933,2029-02-17 00:00:00,URGENT,54.86241815680176,-2.9556246126353316,CA21,0.0
869351,0.704,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 16.88158795345654, 'capacity_mw': 0.0025, 'location': 'West Lancashire - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",3.1156741957563314,2028-10-01 00:00:00,URGENT,54.52610638458212,-3.4811088639529992,L40 ,0.0
869359,0.704,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 16.361396303901437, 'capacity_mw': 0.015, 'location': 'Thurrock - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",3.6358658453114305,2029-04-09 00:00:00,URGENT,54.48772180939375,-3.529295462265823,RM19,0.0
869364,0.704,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 16.1533196440794, 'capacity_mw': 0.02, 'location': 'Rossendale - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",3.8439425051334704,2029-06-24 00:00:00,URGENT,53.5843034674077,-2.1145742564410455,OL13,0.0
869366,0.704,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 16.210814510609172, 'capacity_mw': 0.006, 'location': 'Cheshire East - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",3.786447638603696,2029-06-03 00:00:00,URGENT,53.35911149698353,-1.5119620292373097,SK11,0.0
869375,0.704,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.5}","{'age_years': 16.254620123203285, 'capacity_mw': 0.006, 'location': 'Carlisle - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",3.7426420260095825,2029-05-18 00:00:00,URGENT,54.87181945454113,-2.946167504634471,CA5 ,0.0
1491,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.208761122518823, 'capacity_mw': 0.08, 'location': 'Shropshire - West Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.788501026694045,2030-06-04 00:00:00,URGENT,52.68542180888577,-2.7092791612576987,SY4 ,0.0
1753,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.408624229979466, 'capacity_mw': 0.015, 'location': 'Shropshire - West Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.588637919233402,2030-03-23 01:00:00,URGENT,52.75117741251101,-2.7688889476137546,SY5 ,0.0
3054,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.411362080766597, 'capacity_mw': 0.006, 'location': 'Shropshire - West Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.58590006844627,2030-03-22 01:00:00,URGENT,52.75346993033322,-2.7294451239535826,SY7 ,0.0
3525,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.23066392881588, 'capacity_mw': 0.011, 'location': 'Basildon - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.766598220396989,2030-05-27 00:00:00,URGENT,51.72739409599393,0.45652702505563875,CM12,0.0
5244,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.592060232717317, 'capacity_mw': 0.006, 'location': 'Torridge - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.405201916495551,2030-01-15 00:00:00,URGENT,50.68266669210154,-3.5512097734911863,EX39,0.0
5339,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.351129363449692, 'capacity_mw': 0.006, 'location': 'Blaby - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.646132785763176,2030-04-13 00:00:00,URGENT,52.657427985788374,-1.1185580083393045,LE10,0.0
5631,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.154004106776181, 'capacity_mw': 0.005, 'location': 'South Hams - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.843258042436688,2030-06-24 00:00:00,URGENT,50.454561244674046,-3.4808040656775883,TQ9 ,0.0
5699,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.572895277207392, 'capacity_mw': 0.006, 'location': 'Shropshire - West Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.424366872005476,2030-01-22 00:00:00,URGENT,52.684700567771216,-2.7868127531208353,SY6 ,0.0
5791,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.104722792607802, 'capacity_mw': 0.005, 'location': 'Rossendale - North West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.892539356605065,2030-07-12 00:00:00,URGENT,52.513256433105575,-1.8440204920258776,BB4 ,0.0
6304,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.055441478439425, 'capacity_mw': 0.055, 'location': 'Torridge - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.941820670773443,2030-07-30 00:00:00,URGENT,50.68199128548364,-3.5508997332969114,EX22,0.0
6412,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.570157426420261, 'capacity_mw': 0.006, 'location': 'North Norfolk - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.427104722792608,2030-01-23 00:00:00,URGENT,52.60432625603447,1.2869650053670216,NR21,0.0
6731,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.23066392881588, 'capacity_mw': 0.011, 'location': 'Folkestone and Hythe - South East - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.766598220396989,2030-05-27 00:00:00,URGENT,51.302918029644005,1.051490988236107,CT4 ,0.0
6813,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.099247091033538, 'capacity_mw': 0.011, 'location': 'Huntingdonshire - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.898015058179329,2030-07-14 00:00:00,URGENT,52.61322718276994,-0.21157297346918053,PE28,0.0
7019,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.063655030800822, 'capacity_mw': 0.005, 'location': 'South Derbyshire - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.933607118412047,2030-07-27 00:00:00,URGENT,52.92742093475829,-1.438388306640761,DE73,0.0
7063,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.080082135523615, 'capacity_mw': 0.0058, 'location': 'South Holland - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.917180013689254,2030-07-21 00:00:00,URGENT,52.53316154737852,-0.19278556088749654,PE11,0.0
7363,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.838466803559205, 'capacity_mw': 0.005, 'location': 'North Norfolk - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.158795345653662,2029-10-17 00:00:00,URGENT,52.61781164990466,1.2873097682833017,NR12,0.0
7704,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.315537303216974, 'capacity_mw': 0.015, 'location': 'South Gloucestershire - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.681724845995893,2030-04-26 00:00:00,URGENT,51.48331941902122,-2.5630775569838735,BS35,0.0
7794,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.211498973305956, 'capacity_mw': 0.011, 'location': 'Bedford - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.785763175906913,2030-06-03 00:00:00,URGENT,52.598457893855695,-0.26168933051388726,PE19,0.0
10452,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.058179329226558, 'capacity_mw': 0.006, 'location': 'East Cambridgeshire - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.939082819986311,2030-07-29 00:00:00,URGENT,52.202873067006024,0.10125634889505837,CB6 ,0.0
10569,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.148528405201917, 'capacity_mw': 0.011, 'location': 'Melton - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.848733744010952,2030-06-26 00:00:00,URGENT,52.65813757358728,-1.1536609192414806,LE14,0.0
10980,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.02258726899384, 'capacity_mw': 0.011, 'location': 'Tendring - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.974674880219028,2030-08-11 00:00:00,URGENT,51.93711528990599,0.9352205913051118,CO16,0.0
11167,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.085557837097879, 'capacity_mw': 0.0015, 'location': 'Shropshire - West Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.91170431211499,2030-07-19 00:00:00,URGENT,52.732968909739434,-2.7662567298655736,SY8 ,0.0
11430,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.058179329226558, 'capacity_mw': 0.0028, 'location': 'Colchester - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.939082819986311,2030-07-29 00:00:00,URGENT,51.893824233964054,0.9010362119758956,CO5 ,0.0
11572,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.02258726899384, 'capacity_mw': 0.0135, 'location': 'Southwark - London - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.974674880219028,2030-08-11 00:00:00,URGENT,51.438550953657256,-0.07033164966362296,SE22,0.0
11860,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.170431211498974, 'capacity_mw': 0.006, 'location': 'East Lindsey - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.826830937713894,2030-06-18 00:00:00,URGENT,52.57504675937722,-0.2787430267184931,PE22,0.0
12204,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.132101300479125, 'capacity_mw': 0.006, 'location': 'Torridge - South West - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.865160848733744,2030-07-02 00:00:00,URGENT,50.76743994519471,-3.556994894521592,EX22,0.0
12285,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.277207392197125, 'capacity_mw': 0.006, 'location': 'Great Yarmouth - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.720054757015743,2030-05-10 00:00:00,URGENT,52.6083208813912,1.2579026857815006,NR29,0.0
12941,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.047227926078028, 'capacity_mw': 0.011, 'location': 'Harborough - East Midlands - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.950034223134839,2030-08-02 00:00:00,URGENT,52.64394408938073,-1.1436036183140224,LE7 ,0.0
13384,0.684,HIGH,"{'age_score': 0.6, 'capacity_score': 1.0, 'efficiency_score': 0.571, 'location_score': 0.3}","{'age_years': 15.233401779603012, 'capacity_mw': 0.006, 'location': 'North Norfolk - East of England - England', 'manufacturer': 'Unknown', 'model': 'Unknown'}","['Schedule for repowering within 12-18 months', 'Significant capacity upgrade potential with modern turbines', 'Consider full site redevelopment for maximum benefit']",4.763860369609857,2030-05-26 00:00:00,URGENT,52.65236554280054,1.33628217190221,NR27,0.0
