fit_id,score,priority,capacity_mw,age_years,location,age_score,capacity_score,efficiency_score,location_score,recommendations
713958,0.734,HIGH,0.006,17.478439425051334,Cornwall - South West - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
713959,0.734,HIGH,0.006,17.54688569472964,Cornwall - South West - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
713960,0.734,HIGH,0.006,16.917180013689254,Isle of Anglesey - Wales - Wales,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
713961,0.734,HIGH,0.015,15.690622861054072,Aberdeenshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
713965,0.734,HIGH,0.006,16.205338809034906,Caerphilly - Wales - Wales,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
713969,0.734,HIGH,0.0022,15.685147159479808,Pembrokeshire - Wales - Wales,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
713976,0.734,HIGH,0.015,15.392197125256674,Dumfries and Galloway - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
713979,0.734,HIGH,0.006,17.201916495550993,Cornwall - South West - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
714001,0.734,HIGH,0.006,17.859000684462696,Shetland Islands - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
714004,0.734,HIGH,0.012,15.9233401779603,Na h-Eileanan Siar - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
714009,0.734,HIGH,0.006,17.730321697467488,Orkney Islands - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
714014,0.734,HIGH,0.01,16.344969199178646,Northumberland - North East - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
714015,0.734,HIGH,0.005,16.971937029431896,Calderdale - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
714433,0.734,HIGH,0.006,16.76933607118412,Mid Devon - South West - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
714436,0.734,HIGH,0.006,16.815879534565365,Calderdale - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
714461,0.734,HIGH,0.006,16.246406570841888,Calderdale - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
714463,0.734,HIGH,0.006,16.262833675564682,Harrogate - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
714466,0.734,HIGH,0.005,16.369609856262834,Scarborough - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
714478,0.734,HIGH,0.006,15.904175222450377,Kirklees - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
714482,0.734,HIGH,0.006,15.715263518138261,Sheffield - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
714483,0.734,HIGH,0.0058,15.9233401779603,Cornwall - South West - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
714484,0.734,HIGH,0.006,15.679671457905544,Craven - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
714752,0.734,HIGH,0.006,17.207392197125255,Pembrokeshire - Wales - Wales,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
714754,0.734,HIGH,0.006,15.786447638603697,Calderdale - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
714756,0.734,HIGH,0.005,15.786447638603697,Cornwall - South West - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
714761,0.734,HIGH,0.006,16.175222450376456,Craven - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
714762,0.734,HIGH,0.012,19.134839151266256,Kirklees - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
714766,0.734,HIGH,0.0025,19.964407939767284,Ceredigion - Wales - Wales,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
715982,0.734,HIGH,0.005,16.34223134839151,Kirklees - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743522,0.734,HIGH,0.006,19.54551676933607,Angus - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743523,0.734,HIGH,0.006,19.797399041752225,Cornwall - South West - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743526,0.734,HIGH,0.006,19.797399041752225,Cornwall - South West - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743529,0.734,HIGH,0.006,18.798083504449007,Aberdeenshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743537,0.734,HIGH,0.006,18.469541409993155,Aberdeenshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743541,0.734,HIGH,0.006,19.38398357289528,Calderdale - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743542,0.734,HIGH,0.0025,18.715947980835043,Highland - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743549,0.734,HIGH,0.006,18.38466803559206,Aberdeenshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743555,0.734,HIGH,0.006,19.21697467488022,North Ayrshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743557,0.734,HIGH,0.015,17.87542778918549,South Lanarkshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743561,0.734,HIGH,0.006,18.135523613963038,Orkney Islands - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743562,0.734,HIGH,0.006,18.135523613963038,Aberdeenshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743569,0.734,HIGH,0.006,17.79876796714579,Aberdeenshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743572,0.734,HIGH,0.006,17.883641341546884,Perth and Kinross - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743576,0.734,HIGH,0.006,18.798083504449007,Wakefield - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743583,0.734,HIGH,0.006,19.301848049281315,Monmouthshire - Wales - Wales,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743585,0.734,HIGH,0.006,19.468856947296374,Carmarthenshire - Wales - Wales,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743589,0.734,HIGH,0.006,18.882956878850102,Craven - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743590,0.734,HIGH,0.003,17.048596851471594,Orkney Islands - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743591,0.734,HIGH,0.006,18.135523613963038,Carmarthenshire - Wales - Wales,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743594,0.734,HIGH,0.011,16.695414099931554,Angus - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743598,0.734,HIGH,0.006,17.22108145106092,Orkney Islands - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743605,0.734,HIGH,0.005,17.965776865160848,Mid Devon - South West - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743612,0.734,HIGH,0.0095,17.229295003422312,East Ayrshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743613,0.734,HIGH,0.006,16.31211498973306,East Ayrshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743616,0.734,HIGH,0.006,17.71663244353183,Mid Devon - South West - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743617,0.734,HIGH,0.006,16.684462696783026,Aberdeenshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743693,0.734,HIGH,0.012,15.876796714579056,Na h-Eileanan Siar - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743694,0.734,HIGH,0.005,17.71663244353183,Craven - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743695,0.734,HIGH,0.006,16.071184120465436,Orkney Islands - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743696,0.734,HIGH,0.005,18.38466803559206,Cornwall - South West - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743698,0.734,HIGH,0.006,18.770704996577688,Shetland Islands - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743699,0.734,HIGH,0.006,18.217659137577,Calderdale - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743704,0.734,HIGH,0.005,17.451060917180012,Pembrokeshire - Wales - Wales,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743707,0.734,HIGH,0.006,16.262833675564682,Aberdeenshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743709,0.734,HIGH,0.005,17.423682409308693,Pembrokeshire - Wales - Wales,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743711,0.734,HIGH,0.005,15.980835044490075,Moray - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743712,0.734,HIGH,0.006,16.520191649555098,Powys - Wales - Wales,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743715,0.734,HIGH,0.006,16.309377138945926,Gwynedd - Wales - Wales,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743717,0.734,HIGH,0.0025,19.797399041752225,Perth and Kinross - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743719,0.734,HIGH,0.006,15.707049965776864,Orkney Islands - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743720,0.734,HIGH,0.0015,16.6652977412731,South Lanarkshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743722,0.734,HIGH,0.006,16.62696783025325,Isle of Anglesey - Wales - Wales,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743723,0.734,HIGH,0.006,18.817248459958932,South Lanarkshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743724,0.734,HIGH,0.0015,16.136892539356605,Scottish Borders - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743725,0.734,HIGH,0.015,15.40041067761807,East Ayrshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743727,0.734,HIGH,0.001,17.22108145106092,Aberdeenshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743746,0.734,HIGH,0.001,15.403148528405202,Aberdeenshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743748,0.734,HIGH,0.003,17.207392197125255,Cornwall - South West - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743749,0.734,HIGH,0.006,18.143737166324435,Dumfries and Galloway - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743751,0.734,HIGH,0.006,19.04722792607803,Shetland Islands - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743752,0.734,HIGH,0.006,19.159479808350444,Shetland Islands - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743754,0.734,HIGH,0.005,16.960985626283367,Calderdale - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743755,0.734,HIGH,0.012,18.622861054072555,Na h-Eileanan Siar - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743757,0.734,HIGH,0.006,16.9637234770705,North East Lincolnshire - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743762,0.734,HIGH,0.005,17.01574264202601,Cornwall - South West - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743763,0.734,HIGH,0.006,16.76659822039699,Calderdale - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743802,0.734,HIGH,0.005,16.254620123203285,Scottish Borders - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743804,0.734,HIGH,0.006,16.23271731690623,Kirklees - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743806,0.734,HIGH,0.006,16.109514031485283,Calderdale - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743810,0.734,HIGH,0.01,16.035592060232716,Cornwall - South West - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743816,0.734,HIGH,0.006,16.032854209445585,Isle of Anglesey - Wales - Wales,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743839,0.734,HIGH,0.005,16.320328542094455,Bradford - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743841,0.734,HIGH,0.006,15.780971937029431,Leeds - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743874,0.734,HIGH,0.006,19.756331279945243,Sheffield - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743877,0.734,HIGH,0.004,15.40041067761807,Ryedale - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743890,0.734,HIGH,0.006,17.51129363449692,Harrogate - Yorkshire and The Humber - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743893,0.734,HIGH,0.006,17.883641341546884,Cornwall - South West - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
743898,0.734,HIGH,0.006,16.89801505817933,East Devon - South West - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
746832,0.734,HIGH,0.006,19.797399041752225,Cornwall - South West - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
746843,0.734,HIGH,0.015,18.965092402464066,Cornwall - South West - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
746849,0.734,HIGH,0.006,18.63107460643395,Dumfries and Galloway - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
746853,0.734,HIGH,0.006,18.469541409993155,North Ayrshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
746854,0.734,HIGH,0.002,18.798083504449007,Fife - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
746856,0.734,HIGH,0.002,18.217659137577,Dumfries and Galloway - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
746858,0.734,HIGH,0.0025,18.050650239561943,Aberdeenshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
746864,0.734,HIGH,0.005,17.883641341546884,Aberdeenshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
746865,0.734,HIGH,0.006,19.21697467488022,Carmarthenshire - Wales - Wales,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
746867,0.734,HIGH,0.006,17.883641341546884,Dumfries and Galloway - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
746874,0.734,HIGH,0.006,17.965776865160848,Orkney Islands - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
746876,0.734,HIGH,0.006,17.31416837782341,Aberdeenshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
746877,0.734,HIGH,0.006,17.79876796714579,South Lanarkshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
746881,0.734,HIGH,0.006,18.38466803559206,Cornwall - South West - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
746884,0.734,HIGH,0.006,17.965776865160848,Orkney Islands - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
746885,0.734,HIGH,0.006,17.76865160848734,South Lanarkshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
746888,0.734,HIGH,0.006,18.715947980835043,Northumberland - North East - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
746891,0.734,HIGH,0.006,18.38466803559206,Argyll and Bute - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
746899,0.734,HIGH,0.006,16.996577686516083,Orkney Islands - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
746903,0.734,HIGH,0.006,17.451060917180012,East Ayrshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
746904,0.734,HIGH,0.003,16.407939767282684,Angus - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
746909,0.734,HIGH,0.015,16.32306639288159,South Lanarkshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
746913,0.734,HIGH,0.011,16.093086926762492,Angus - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
746915,0.734,HIGH,0.006,18.050650239561943,Powys - Wales - Wales,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
746920,0.734,HIGH,0.006,16.035592060232716,Orkney Islands - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
746922,0.734,HIGH,0.015,16.005475701574266,North Lanarkshire - Scotland - Scotland,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
746925,0.734,HIGH,0.006,18.798083504449007,Cornwall - South West - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
746927,0.734,HIGH,0.006,17.79876796714579,Northumberland - North East - England,0.6,1.0,0.571,0.8,Schedule for repowering within 12-18 months; Significant capacity upgrade potential with modern turbines; Consider full site redevelopment for maximum benefit
